name,comment,price,src,是否买流量,,分组
 文白对照资治通鉴(皮面) 全14卷 国学经典读物 史记通鉴纪事本 中国通史历史书籍 中国历史编年体史书 中华上下五千年,367,767,//img3m9.ddimg.cn/83/22/1187823269-1_b_1.jpg,TRUE,0,0
 吕氏春秋+春秋左传（上下）+战国策（全4册）原文注释译文文白对照原版无删节先秦的史记全本资治通鉴典藏中国历史书籍,390,65,//img3m8.ddimg.cn/20/24/1520805548-1_b_2.jpg,TRUE,0,0
 精装珍藏版 资治通鉴书籍正版原著全套全集无删减白话版文白对照文言历史类畅销书中华书局柏杨资质通鉴青少年史记二十四史,476,127.99,//img3m3.ddimg.cn/49/13/1846405093-1_b_2.jpg,TRUE,0,0
 中国历朝通俗演义 蔡东藩著全套11册 中国历朝通俗演义前汉后汉+两晋南北朝+唐史五代+宋史元史明清史记历史小说中国通史历,531,184.5,//img3m0.ddimg.cn/95/17/1849744310-1_b_4.jpg,TRUE,0,0
 秦汉史 吕思勉【正版】,540,38.14,//img3m3.ddimg.cn/52/31/11614912603-1_b_1701335656.jpg,TRUE,0,0
 中国历史之谜（修订版） 李培栋【正版书】,549,14.97,//img3m8.ddimg.cn/9/25/11569696488-1_b_1699631703.jpg,TRUE,0,0
 百年湘商风云人物（救国卷） 谢作钦、文热心【正版书】,602,16.64,//img3m8.ddimg.cn/52/6/11570179948-1_b_1699647208.jpg,TRUE,0,0
 资治通鉴 《微经典》委会【正版书】,623,9.98,//img3m8.ddimg.cn/5/22/11569509968-1_b_1699628500.jpg,TRUE,0,0
 史记鉴赏 文成英 傅德岷【正版书】,660,13.17,//img3m3.ddimg.cn/3/21/11524968183-1_b_1693984043.jpg,TRUE,0,0
 全新正版图书 当代中国学术走向观察学典甘肃文化出版社9787549027378蔚蓝书店,669,33,//img3m7.ddimg.cn/47/24/11543816837-1_b_1694808596.jpg,TRUE,0,0
 白话史记（上下） 杨燕起、陈焕良【正版】,729,16.44,//img3m3.ddimg.cn/89/19/11611608713-1_b_1701254109.jpg,TRUE,0,0
 历史本体论 李泽厚【正版保证】,753,25,//img3m5.ddimg.cn/11/31/11622367955-1_b_1701342346.jpg,TRUE,0,0
 西迁东还：抗战后方人物的命运与沉浮 龚静染.【正版书籍 无忧售后】,764,27.08,//img3m6.ddimg.cn/58/17/11550434206-1_b_1695851820.jpg,TRUE,0,0
 三国志全译 原文 注释 套装全6册 精装本 中国历史书籍 三国史 三国历史 纪传体历史书籍 经典历史图书,774,65,//img3m2.ddimg.cn/11/35/1495357292-1_b_4.jpg,TRUE,0,0
 柏杨白话版资治通鉴1 战国时代吞并六国 []司马光【正版书】,791,74.61,//img3m2.ddimg.cn/59/6/11638280372-1_b_1703241448.jpg,TRUE,0,0
 简体字本前四史 三国志 [晋]陈寿 [宋]裴【正版保证】,802,39.99,//img3m5.ddimg.cn/73/27/11622421675-1_b_1701343365.jpg,TRUE,0,0
 曾国藩的经济课 张宏杰 著 上海三联书店【正版书籍 无忧售后】,877,9.74,//img3m6.ddimg.cn/97/24/11592970486-1_b_1700154930.jpg,TRUE,0,0
 【精装版本草纲目】李时珍著精装原著白话文 中医四大名著中药学书保健中医入门中草药,895,19.9,//img3m0.ddimg.cn/50/23/1223005460-1_b_2.jpg,TRUE,0,0
 全球通史（英文第7版上下） From Prehistory to the 21s 斯塔夫里阿【正版】,896,443.98,//img3m3.ddimg.cn/62/31/11614653233-1_b_1701328359.jpg,TRUE,0,0
 历史本体论 李泽厚【正版书】,903,26.66,//img3m0.ddimg.cn/83/19/11656288100-1_b_1703240032.jpg,TRUE,0,0
 中国后一个大太监 杨争光【正版书】,923,15.07,//img3m0.ddimg.cn/91/5/11656288900-1_b_1703240062.jpg,TRUE,0,0
 资治通鉴白话版 全集原著白话 儿童版青少版青少年无删减 文白对照原版故事注释平装 国史中国历史类 资质通鉴 中华书局书籍,956,19.3,//img3m4.ddimg.cn/6/15/1422693564-1_b_3.jpg,TRUE,0,0
 皮面烫金精装资治通鉴全注全译白话文正版编年体史书全集 司马迁著中国通史青少年版中华上下五千年中国历史书籍国学畅销书,989,97.99,//img3m0.ddimg.cn/65/16/673413410-1_b_2.jpg,TRUE,0,0
 资治通鉴文白对照全译本全套共12册 足本无删减 资治通鉴 正版中国历史书籍全译全本足本史记 北京燕山出版社,1013,379.5,//img3m1.ddimg.cn/33/29/683778381-1_b_1703740741.jpg,TRUE,0,0
 资治通鉴 中华经典藏书 陈磊 注【正版保证】,1103,9.97,//img3m5.ddimg.cn/82/20/11622127555-1_b_1701337055.jpg,TRUE,0,0
 资治通鉴 中华经典藏书 陈磊 注【正版】,1155,9.98,//img3m3.ddimg.cn/36/34/11614775373-1_b_1701332069.jpg,TRUE,0,0
" 我国民族传统体育文化传承与发展研究 石丽华,吕涛 著 山西经济出版社【正版】",1362,18,//img3m6.ddimg.cn/81/4/11610690876-1_b_1700864808.jpg,TRUE,0,0
 美国史（1492 1997）（第10版） [美]艾伦·布林克利【正版】,1380,160.65,//img3m3.ddimg.cn/95/17/11614939673-1_b_1701336390.jpg,TRUE,0,0
 吕著中国通史 吕思勉【正版书】,1419,16.28,//img3m5.ddimg.cn/85/10/11622292195-1_b_1701340527.jpg,TRUE,0,1
 创业人生 杰.温安洛 广东人民出版社【正版】,1440,8.83,//img3m6.ddimg.cn/46/24/11476897786-1_b_1689061447.jpg,TRUE,0,1
 剑桥插图古希腊史 [英]卡特里奇 郭,1483,56.61,//img3m2.ddimg.cn/89/1/11638215062-1_b_1703239773.jpg,TRUE,0,1
 奥尔布赖特传 生命的季节 [美]布莱克曼【正版书】,1567,13.32,//img3m2.ddimg.cn/40/18/11638267582-1_b_1703241144.jpg,TRUE,0,1
 迈克泰森 杜文杰【正版保证】,1576,11.49,//img3m5.ddimg.cn/12/0/11672618475-1_b_1703241277.jpg,TRUE,0,1
 宽容 [美]房龙 胡允桓【正版保证】,1746,12.03,//img3m5.ddimg.cn/78/7/11672560725-1_b_1703239368.jpg,TRUE,0,1
 世界经典名著 福尔摩斯探案集（上下） [英]柯南道尔 阎敏【正版书】,1755,9.98,//img3m3.ddimg.cn/15/6/11646751263-1_b_1703240358.jpg,TRUE,0,1
 山海经周易道德经黄帝内经图解易经全书抖音全套4册 原文正版解读全集图解白话文版国学书籍彩图注解全解全注译文入门基础知识彩,1782,69.9,//img3m7.ddimg.cn/19/10/1642182517-1_b_1.jpg,TRUE,0,1
 正版包邮 霓虹灯外 20世纪初日常生活中的上海 海外中国城市史经典名作 近代上海市井生活的“清明上河图” 全方位展现上海,2058,40,//img3m6.ddimg.cn/69/21/1132515816-1_b_1693587993.jpg,TRUE,0,1
 资治通鉴全4册 精装无删减原著白话版全译文通识读本中国通史史记学生青少年版经典中国古代史历史类经典国学青少年成人历史读物,2267,79.6,//img3m4.ddimg.cn/83/31/11148489974-1_b_1.jpg,TRUE,0,1
 【正版全新】暴风雨的记忆：1965 - 1970年的北京四中 北岛 三联书店,2336,59,//img3m3.ddimg.cn/10/36/11570864293-1_b_1703817624.jpg,TRUE,0,1
 史记中华书局同似青少年版全集6册史记故事文白对照文言文白话文无删减完整版成人版全本全注全译中国通史上下五千年中国中华历史,2386,85.9,//img3m8.ddimg.cn/71/2/11416488308-1_b_2.jpg,TRUE,0,1
 史记 中华书局 全本全注全译 全6册青少年版 原版原著加译文 文言文版带注释文白对照史记高中生版大全集历史书中国古代史青,2589,49.8,//img3m8.ddimg.cn/79/5/1343489578-1_b_4.jpg,TRUE,0,1
 方圆一体：玉琮的故事五千年 王仁湘 著 上海人民出版社【正版】,2617,53,//img3m4.ddimg.cn/92/25/11471459564-1_b_1.jpg,TRUE,0,1
" 三国志全本今译注 陈寿 著,方北辰 译注 陕西人民出版社【正版书】",2717,280.76,//img3m2.ddimg.cn/25/27/11618051272-1_b_1701936126.jpg,TRUE,0,1
 遍地血腥饿死宫城 []司马光 柏杨【正版书】,2835,14.98,//img3m5.ddimg.cn/45/13/11678762745-1_b_1703656259.jpg,TRUE,0,1
 资治通鉴语录 张宏儒 东方出版社【正版书】,3017,30.11,//img3m3.ddimg.cn/55/33/11658165013-1_b_1704026262.jpg,TRUE,0,1
 后汉书 文白对照 章惠康【正版书】,3056,281.98,//img3m3.ddimg.cn/2/4/11651853413-1_b_1703655174.jpg,TRUE,0,1
 钱穆作品精选 钱穆 生活.读书.新知三联书店【正版】,3061,396,//img3m4.ddimg.cn/87/13/11457604014-1_b_1.jpg,TRUE,0,1
 柏杨白话版资治通鉴-全国混战·马援之死 司马光 万卷出版公司【正版书】,3509,24.89,//img3m5.ddimg.cn/97/19/11686844365-1_b_1704036505.jpg,TRUE,0,1
 曾国藩评传 何贻焜【正版书】,3754,38.27,//img3m8.ddimg.cn/50/34/11570166878-1_b_1699646910.jpg,TRUE,0,1
 谁打败了希特勒 [美]彼得·G·特索拉斯 宋易 特索拉斯【正版书】,3947,6.87,//img3m5.ddimg.cn/26/11/11529207485-1_b_1693909286.jpg,TRUE,0,1
" 谁打败了希特勒 [美]彼得·G·特索拉斯,宋易 北京时代华文书局【正版书】",4141,16.01,//img3m5.ddimg.cn/23/2/11686842905-1_b_1704036451.jpg,TRUE,0,1
 史记会注考证（全十四册） 司马迁【正版书】,4394,498,//img3m3.ddimg.cn/29/2/11543427353-1_b_1696672266.jpg,TRUE,0,2
 中国古代公文选注 王强 选注【正版书】,4411,23.26,//img3m5.ddimg.cn/74/5/11677909295-1_b_1703637433.jpg,TRUE,0,2
 中国史学名著选 资治通鉴选 王仲荦【正版书】,4732,59.17,//img3m8.ddimg.cn/24/12/11568834708-1_b_1699616643.jpg,TRUE,0,2
 汉晋春秋通释 [晋]习凿齿 [清]【正版书】,5341,110.74,//img3m2.ddimg.cn/60/0/11618043882-1_b_1701935919.jpg,TRUE,0,2
 大清皇帝奇闻秘史 刘家平【正版书】,5478,9.92,//img3m3.ddimg.cn/52/14/11543416783-1_b_1696671898.jpg,TRUE,0,2
 史记观止 张大可 丁德科 编著. 张大可、丁德科【正版书】,6477,29.4,//img3m0.ddimg.cn/75/1/11548358490-1_b_1693895045.jpg,TRUE,0,2
 史记观止 张大可 丁德科 编著 商务印书馆【正版书】,7223,30.41,//img3m0.ddimg.cn/57/12/11522085060-1_b_1692269603.jpg,TRUE,0,3
 柏杨白话版资治通鉴1 战国时代吞并六国 []司马光【正版书】,7802,65.12,//img3m3.ddimg.cn/77/24/11543412353-1_b_1696671731.jpg,TRUE,0,3
 明朝十六帝 王天有 紫禁城出版社【正版书籍 无忧售后】,11404,7,//img3m6.ddimg.cn/74/6/11477792576-1_b_1689109587.jpg,TRUE,0,4
 中华文明传真（全10册）缺第3册（共九册合售） 赵春青、秦文生 刘【正版书】,13447,252.63,//img3m2.ddimg.cn/31/16/11618123152-1_b_1701937964.jpg,TRUE,0,5
" 乡村振兴的浙江探索 吴永华,李宝值等 著 中国农业出版社【正版】",14490,31,//img3m5.ddimg.cn/3/24/11441917875-1_b_1.jpg,TRUE,0,5
 丁万明评说之:纵横捭阖 丁万明 人民出版社【正版书】,19920,123.73,//img3m5.ddimg.cn/81/23/11686820985-1_b_1704035605.jpg,TRUE,0,7
 新唐书（1 4）全四册（存一二三册）缺第四册3本合售 宋祁 撰 [宋]欧【正版书】,20862,205.98,//img3m3.ddimg.cn/87/34/11651800533-1_b_1703653678.jpg,TRUE,0,7
 白话三国志 吴顺东 [晋]陈【正版书】,35527,13.29,//img3m2.ddimg.cn/46/25/11618117722-1_b_1701937823.jpg,TRUE,0,13
 综合布线技术与工程 余明辉 著 高等教育出版社【正版】,40772,10.5,//img3m9.ddimg.cn/29/30/11556073019-1_b_1696194030.jpg,FALSE,1,15
 妈祖神韵:从民女到海神 李露露 学苑出版社【正版书籍 无忧售后】,43846,15.91,//img3m6.ddimg.cn/79/17/11476332826-1_b_1689035232.jpg,FALSE,1,16
 地狱绝杀:当关东军遇上苏联红军 关河五十州 著 现代出版社【正版书籍 无忧售后】,45818,6.96,//img3m6.ddimg.cn/54/35/11477913336-1_b_1689120880.jpg,FALSE,1,16
 续资治通鉴 二三 (2册合售)【正版书】,67715,254.89,//img3m0.ddimg.cn/12/32/11586829530-1_b_1698572809.jpg,FALSE,1,24
 续资治通鉴 二三 (2册合售) [清]毕沅 撰【正版书】,494839,239.54,//img3m0.ddimg.cn/90/13/11501844840-1_b_1698572882.jpg,FALSE,1,25
平均数,3768.276,87.93964,,可能买流量的比例,0.68,
中位数,29,41.21,,,,
差值,3739.276,,,,,
