name,comment,price,src,是否买流量,,分组
 R语言统计分析与机器学习（微课视频版）r语言数据可视化之美 数据分析 深度学习 人工智能 r语言入门与实践 大数据分析,2531,44.9,//img3m3.ddimg.cn/10/23/28516663-1_b_2.jpg,TRUE,0,1
 Web API设计,2621,34,//img3m2.ddimg.cn/76/23/29248042-1_b_2.jpg,TRUE,0,1
 罗克韦尔ControlLogix系统应用技术,2644,34,//img3m0.ddimg.cn/54/10/29137140-1_b_3.jpg,TRUE,0,1
 PyQt从入门到精通,2697,44.9,//img3m3.ddimg.cn/20/33/29249273-1_b_10.jpg,TRUE,0,1
 iVX通用无代码编程,2737,49.5,//img3m4.ddimg.cn/56/28/29581454-1_b_2.jpg,TRUE,0,1
 C++20实践入门（第6版）,2787,79,//img3m4.ddimg.cn/78/13/29383674-1_b_5.jpg,TRUE,0,1
 你好，C语言,2800,49.9,//img3m2.ddimg.cn/36/33/29629152-1_b_1695632149.jpg,TRUE,0,1
 Python工匠：案例、技巧与工程实践（基于Python 3.8，实现Python编程从入门到工匠的跃迁）,2818,49.9,//img3m8.ddimg.cn/37/28/29367298-1_b_4.jpg,TRUE,0,1
 Python爬虫技术——深入理解原理、技术与开发,2844,44.5,//img3m7.ddimg.cn/7/10/28510027-1_b_6.jpg,TRUE,0,1
 JavaScript百炼成仙,2887,33,//img3m0.ddimg.cn/90/13/29255580-1_b_4.jpg,TRUE,0,1
 零起步玩转Mind+创客教程——基于Arduino平台,2945,29.9,//img3m9.ddimg.cn/74/1/28996679-1_b_5.jpg,TRUE,0,1
 Rust编程从入门到实战,3241,34.5,//img3m1.ddimg.cn/76/3/29436241-1_b_2.jpg,TRUE,0,1
 Arduino编程从零开始(第3版),3307,24.9,//img3m8.ddimg.cn/84/20/29592768-1_b_1688550361.jpg,TRUE,0,1
 Python金融风险管理FRM（实战篇）,3338,84.5,//img3m0.ddimg.cn/74/28/29385650-1_b_2.jpg,TRUE,0,1
 计算机视觉——算法与应用,3338,69.5,//img3m6.ddimg.cn/0/15/26440326-1_b_3.jpg,TRUE,0,1
 CLR via C#（第4版）,3379,54.5,//img3m2.ddimg.cn/22/6/23599642-1_b_1.jpg,TRUE,0,1
 软件平台架构设计与技术管理之道,3502,39.5,//img3m9.ddimg.cn/40/22/29500159-1_b_5.jpg,TRUE,0,1
 Visual C#从入门到精通（第10版）,3596,94.5,//img3m8.ddimg.cn/64/30/29491768-1_b_2.jpg,TRUE,0,1
 Python数据科学手册,3980,54.5,//img3m3.ddimg.cn/68/24/25228733-1_b_3.jpg,TRUE,0,1
 青少年Python创意编程趣味课堂（微课版）,4045,34.9,//img3m9.ddimg.cn/48/13/28495119-1_b_1.jpg,TRUE,0,1
 动手学推荐系统——基于PyTorch的算法实现（微课视频版）,4172,39.5,//img3m3.ddimg.cn/12/12/29476173-1_b_2.jpg,TRUE,0,1
 Easy C++（第5版）日系简洁系列书籍 wpf c语言程序设计教材 c++ primer plus 数据结构与算法分,4231,49.9,//img3m7.ddimg.cn/6/5/29362317-1_b_4.jpg,TRUE,0,1
 C Primer Plus 第6版 中文版习题解答,4292,44.9,//img3m5.ddimg.cn/32/23/29235425-1_b_12.jpg,TRUE,0,1
 Linux运维从入门到精通,4562,39.9,//img3m6.ddimg.cn/67/9/29634826-1_b_1697013363.jpg,TRUE,0,1
 极简Java:新手编程之道,4599,34.5,//img3m8.ddimg.cn/87/9/29606928-1_b_1693739051.jpg,TRUE,0,1
 Python入门教程,5000,54.9,//img3m9.ddimg.cn/97/14/29612779-1_b_1692170896.jpg,TRUE,0,1
 物联网——嵌入式开发实战,5071,49,//img3m1.ddimg.cn/66/26/29237241-1_b_3.jpg,TRUE,0,1
 O'Reilly：Python文本分析,5361,64,//img3m0.ddimg.cn/97/5/29456260-1_b_3.jpg,TRUE,0,1
 Python语言及其应用(第2版),6018,64.9,//img3m6.ddimg.cn/47/29/29390276-1_b_4.jpg,TRUE,0,2
 Python项目开发实战入门（全彩版）,6978,49,//img3m3.ddimg.cn/29/13/28976933-1_b_1694588898.jpg,TRUE,0,2
 C++编程入门 C++程序设计 零基础学C++ 极简C++自学案例视频教程教材 电脑编程 计算机书籍 c语言 C++项目,7214,39.9,//img3m6.ddimg.cn/35/32/29244536-1_b_8.jpg,TRUE,0,2
 深入浅出IoT：完整项目通关实战,8768,54.5,//img3m3.ddimg.cn/13/26/29611903-1_b_1691977932.jpg,TRUE,0,2
 数字孪生,9702,44.5,//img3m6.ddimg.cn/71/28/28529396-1_b_6.jpg,TRUE,0,3
 JavaScript全栈开发实战,10136,49,//img3m9.ddimg.cn/92/30/29164799-1_b_9.jpg,TRUE,0,3
 案例学Python（基础篇）,10259,49.5,//img3m3.ddimg.cn/45/15/29573523-1_b_2.jpg,TRUE,0,3
 Python FastAPI Web开发从入门到项目实战（视频版）,11575,49.5,//img3m7.ddimg.cn/6/23/29470227-1_b_7.jpg,TRUE,0,3
 Python实效编程百例·综合卷（102个实例练习 送全部源码）（Python3全彩版）,11739,39.9,//img3m8.ddimg.cn/0/33/28980468-1_b_1694589119.jpg,TRUE,0,3
 基于Python实现的遗传算法,13987,39.5,//img3m9.ddimg.cn/72/4/29543949-1_b_2.jpg,TRUE,0,4
 Next.js实战,14480,49.5,//img3m6.ddimg.cn/75/0/29508906-1_b_3.jpg,TRUE,0,4
 Premiere Pro 2022从入门到精通,16712,54,//img3m7.ddimg.cn/66/14/29380197-1_b_3.jpg,TRUE,0,4
 Python网络爬虫与数据可视化应用实战 Python文本数据分析与挖掘 数据分析 数据之道 python 大数据 网络,17217,54.5,//img3m9.ddimg.cn/44/26/29324339-1_b_4.jpg,TRUE,0,5
 Python数据分析从入门到精通（第2版）,18041,44.9,//img3m2.ddimg.cn/52/2/29655502-1_b_1700798264.jpg,TRUE,0,5
 SSM（Spring MVC Spring MyBatis）源码深入解析与企业项目实战 SpringBoot sprin,19016,64.9,//img3m4.ddimg.cn/83/27/29547524-1_b_1.jpg,TRUE,0,5
 FPGA时序约束与分析,22613,34.5,//img3m2.ddimg.cn/4/3/29358652-1_b_1.jpg,TRUE,0,6
 算法竞赛入门经典——习题与解答,32479,34.9,//img3m3.ddimg.cn/13/29/25191553-1_b_3.jpg,FALSE,1,9
 趣学Python——教孩子学编程（第2版）,44815,39.9,//img3m7.ddimg.cn/96/21/29618817-1_b_1693361744.jpg,FALSE,1,12
 自然语言处理原理与实战,47357,49.5,//img3m8.ddimg.cn/23/6/29657948-1_b_1701312396.jpg,FALSE,1,12
 深入浅出C#（视频教学版）C++C#教程教材培训自学编程c++ primer plus C语言程序设计C#编程入门指南,57363,44.9,//img3m6.ddimg.cn/87/5/29613066-1_b_1693890940.jpg,FALSE,1,15
 青少年3D打印趣味课堂（微课版）,94575,34.9,//img3m1.ddimg.cn/9/18/29171151-1_b_15.jpg,FALSE,1,25
平均数,2841.728,50.4568,,可能买流量的比例,0.18,
中位数,670.5,44.9,,,,
差值,2171.228,,,,,
